사업소| 호기 | 일자| 용량(MW)| 발전량(MWh)| 열효율(%)| 이용율(%)| 발전원
영흥해양소수력| 3| 202106| 5| 1429.65| 0| 39.71| 소수력
예천태양광| 1| 202106| 2| 246.1| 0| 17.09| 태양력
탑선태양광| 1| 202106| 0.61| 58.36| 0| 13.29| 태양력
탑선태양광| 3| 202106| 0.4| 32.15| 0| 11.16| 태양력
경상대태양광| 1| 202105| 0.91| 105.63| 0| 15.6| 태양력
광양항세방태양광| 1| 202105| 3.1| 384.32| 0| 16.66| 태양력
구미태양광| 1| 202105| 0.99| 109.18| 0| 14.82| 태양력
군위 화산풍력| 1| 202105| 11.55| 1742.99| 0| 20.28| 
두산태양광| 1| 202105| 0.08| 9.41| 0| 15.81| 태양력
분당| CG1| 202105| 77.76| 1304| 27.92| 2.25| 복합
분당| CG2| 202105| 77.76| 0| 0| 0| 복합
분당| CG3| 202105| 77.76| 950| 28.18| 1.64| 복합
분당| CG4| 202105| 77.76| 271| 28.73| .47| 복합
분당| CG5| 202105| 77.76| 769| 31.28| 1.33| 복합
분당| CG6| 202105| 77.76| 1285| 32| 2.22| 복합
분당| CG7| 202105| 77.76| 4640| 26.07| 8.02| 복합
분당| CG8| 202105| 77.76| 5734| 26.16| 9.91| 복합
분당| CS1| 202105| 185| 1072| 0| .78| 복합
분당| CS2| 202105| 115| 4074| 0| 4.76| 복합
분당연료전지| 2| 202105| 3.08| 1116.35| 30.58| 48.72| 기타
분당연료전지| 3| 202105| 5.72| 3509.97| 33.9| 82.48| 기타
분당연료전지| 4| 202105| 16.72| 7978.53| 33.37| 64.14| 기타
분당연료전지| 5| 202105| 5.72| 2842.12| 32.08| 66.78| 기타
분당연료전지| 6-1| 202105| 5.1| 3435.84| 45.99| 90.55| 기타
분당연료전지| 6-2| 202105| 3.25| 2225.56| 45.68| 92.04| 기타
삼천포| 3| 202105| 560| 331627| 36.46| 79.6| 석탄
삼천포| 4| 202105| 560| 243954| 36.61| 58.55| 석탄
삼천포| 5| 202105| 500| 0| 0| 0| 석탄
삼천포| 6| 202105| 500| 0| 0| 0| 석탄
삼천포태양광| 1| 202105| 0.1| 8.52| 0| 11.45| 태양력
삼천포태양광| 2| 202105| 0.99| 114.97| 0| 15.61| 태양력
삼천포태양광| 3| 202105| 0.35| 40.27| 0| 15.46| 태양력
삼천포태양광| 4| 202105| 1.85| 201.03| 0| 14.61| 태양력
삼천포태양광#5| 1| 202105| 3.94| 492.5| 0| 16.8| 태양력
삼천포태양광#5| 2| 202105| 6.65| 840.01| 0| 16.98| 태양력
삼천포태양광#6| 1| 202105| 0.98| 115.81| 0| 15.88| 태양력
삼천포풍력| 1| 202105| 0.75| 50.74| 0| 9.09| 풍력
삼천포해양소수력| 1| 202105| 6| 1164.67| 0| 26.09| 소수력
안산연료전지| 1| 202105| 2.64| 696.81| 32.29| 35.48| 기타
여수| 1| 202105| 340| 62018| 36.37| 24.52| 석탄
여수| 2| 202105| 328.6| 162955| 36.62| 66.65| 석탄
여수연료전지| 1| 202105| 9.68| 7173.09| 49.35| 99.6| 기타
여수태양광| 1| 202105| 0.12| 21.9| 0| 24.53| 태양력
영동| 1| 202105| 125| 85687| 0| 92.14| 바이오매스
영동| 2| 202105| 200| 135679| 0| 91.18| 바이오매스
영동태양광| 1| 202105| 1.07| 132.5| 0| 16.64| 태양력
영흥| 1| 202105| 800| 502323| 39.35| 84.4| 석탄
영흥| 2| 202105| 800| 493942| 39.32| 82.99| 석탄
영흥| 3| 202105| 870| 0| 0| 0| 석탄
영흥| 4| 202105| 870| 468690.4| 39.63| 72.41| 석탄
영흥| 5| 202105| 870| 400192| 38.65| 61.83| 석탄
영흥| 6| 202105| 870| 545923| 39.71| 84.34| 석탄
영흥태양광| 1| 202105| 1| 114.45| 0| 15.38| 태양력
영흥태양광| 2| 202105| 0.99| 119.87| 0| 16.27| 태양력
영흥태양광 #3| 1| 202105| 3.33| 409.92| 0| 16.55| 태양력
영흥태양광 #3| 2| 202105| 1.28| 159.07| 0| 16.7| 태양력
영흥태양광 #3| 3| 202105| 1.54| 194.9| 0| 17.01| 태양력
영흥풍력| 1| 202105| 22| 2052.22| 0| 12.54| 풍력
영흥풍력| 2| 202105| 24| 761.19| 0| 4.26| 풍력
영흥해양소수력| 1| 202105| 3| 817.85| 0| 36.64| 소수력
영흥해양소수력| 2| 202105| 4.6| 1378.93| 0| 40.29| 소수력
영흥해양소수력| 3| 202105| 5| 1154.32| 0| 31.03| 소수력
예천태양광| 1| 202105| 2| 252.38| 0| 16.96| 태양력
탑선태양광| 1| 202105| 0.61| 70.1| 0| 15.45| 태양력
탑선태양광| 3| 202105| 0.4| 39.46| 0| 13.26| 태양력
경상대태양광| 1| 202104| 0.91| 122.03| 0| 18.62| 태양력
광양항세방태양광| 1| 202104| 3.1| 407.75| 0| 18.27| 태양력
구미태양광| 1| 202104| 0.99| 128.58| 0| 18.04| 태양력
군위 화산풍력| 1| 202104| 11.55| 1646.55| 0| 19.8| 
두산태양광| 1| 202104| 0.08| 10.27| 0| 17.83| 태양력
분당| CG1| 202104| 77.76| 2300| 24.9| 4.11| 복합
분당| CG2| 202104| 77.76| 0| 0| 0| 복합
분당| CG3| 202104| 77.76| 0| 0| 0| 복합
분당| CG4| 202104| 77.76| 3186| 26.91| 5.69| 복합
분당| CG5| 202104| 77.76| 1054| 26.59| 1.88| 복합
분당| CG6| 202104| 77.76| 11935| 28.89| 21.32| 복합
분당| CG7| 202104| 77.76| 5433| 28.2| 9.7| 복합
분당| CG8| 202104| 77.76| 9086| 28.3| 16.23| 복합
분당| CS1| 202104| 185| 1489| 0| 1.12| 복합
분당| CS2| 202104| 115| 8554| 0| 10.33| 복합
분당연료전지| 2| 202104| 3.08| 1292.78| 31.54| 58.3| 기타
분당연료전지| 3| 202104| 5.72| 3360.53| 34.36| 81.6| 기타
분당연료전지| 4| 202104| 16.72| 8380.97| 33.59| 69.62| 기타
분당연료전지| 5| 202104| 5.72| 2813.94| 32.36| 68.33| 기타
분당연료전지| 6-1| 202104| 5.1| 3414.47| 46.37| 92.99| 기타
분당연료전지| 6-2| 202104| 3.25| 2205.57| 46.05| 94.26| 기타
삼천포| 1| 202104| 560| 0| 0| 0| 석탄
삼천포| 2| 202104| 560| 0| 0| 0| 석탄
삼천포| 3| 202104| 560| 309484| 36.81| 76.76| 석탄
삼천포| 4| 202104| 560| 312233| 36.73| 77.44| 석탄
삼천포| 5| 202104| 500| 0| 0| 0| 석탄
삼천포| 6| 202104| 500| 0| 0| 0| 석탄
삼천포태양광| 1| 202104| 0.1| 9.65| 0| 13.4| 태양력
삼천포태양광| 2| 202104| 0.99| 129.4| 0| 18.15| 태양력
삼천포태양광| 3| 202104| 0.35| 40.67| 0| 16.14| 태양력
삼천포태양광| 4| 202104| 1.85| 218.72| 0| 16.42| 태양력
삼천포태양광#5| 1| 202104| 3.94| 565.36| 0| 19.93| 태양력
삼천포태양광#5| 2| 202104| 6.65| 969.37| 0| 20.25| 태양력
삼천포태양광#6| 1| 202104| 0.98| 94.25| 0| 13.36| 태양력
삼천포풍력| 1| 202104| 0.75| 32.44| 0| 6.01| 풍력
삼천포해양소수력| 1| 202104| 6| 1006.28| 0| 23.29| 소수력
안산연료전지| 1| 202104| 2.64| 761.24| 32.79| 40.05| 기타
여수| 1| 202104| 340| 173871| 36.39| 71.03| 석탄
여수| 2| 202104| 328.6| 38624| 35.11| 16.33| 석탄
여수연료전지| 1| 202104| 9.68| 6894.18| 49.75| 98.92| 기타
여수태양광| 1| 202104| 0.12| 24.53| 0| 28.39| 태양력
영동| 1| 202104| 125| 74332| 0| 82.59| 바이오매스
영동| 2| 202104| 200| 132999| 0| 92.36| 바이오매스
영동태양광| 1| 202104| 1.07| 142.19| 0| 18.46| 태양력
영흥| 1| 202104| 800| 477991| 39.33| 82.98| 석탄
영흥| 2| 202104| 800| 436475| 39.32| 75.78| 석탄
영흥| 3| 202104| 870| 0| 0| 0| 석탄
영흥| 4| 202104| 870| 416779.6| 39.55| 66.54| 석탄
영흥| 5| 202104| 870| 0| 0| 0| 석탄
영흥| 6| 202104| 870| 539401| 39.73| 86.11| 석탄
영흥태양광| 1| 202104| 1| 121.41| 0| 16.86| 태양력
영흥태양광| 2| 202104| 0.99| 125.76| 0| 17.64| 태양력
영흥태양광 #3| 1| 202104| 3.33| 436.36| 0| 18.2| 태양력
영흥태양광 #3| 2| 202104| 1.28| 174.08| 0| 18.89| 태양력
영흥태양광 #3| 3| 202104| 1.54| 208.58| 0| 18.81| 태양력
영흥풍력| 1| 202104| 22| 1836.16| 0| 11.59| 풍력
영흥풍력| 2| 202104| 24| 249.37| 0| 1.44| 풍력
영흥해양소수력| 1| 202104| 3| 782.5| 0| 36.23| 소수력
영흥해양소수력| 2| 202104| 4.6| 1059.7| 0| 32| 소수력
영흥해양소수력| 3| 202104| 5| 677.62| 0| 18.82| 소수력
예천태양광| 1| 202104| 2| 259.33| 0| 18.01| 태양력
탑선태양광| 1| 202104| 0.61| 71.09| 0| 16.19| 태양력
탑선태양광| 3| 202104| 0.4| 41.43| 0| 14.39| 태양력
경상대태양광| 1| 202103| 0.91| 104.47| 0| 15.43| 태양력
광양항세방태양광| 1| 202103| 3.1| 355.56| 0| 15.42| 태양력
구미태양광| 1| 202103| 0.99| 111.29| 0| 15.11| 태양력
군위 화산풍력| 1| 202103| 11.55| 1471.19| 0| 17.12| 
두산태양광| 1| 202103| 0.08| 8.75| 0| 14.7| 태양력
분당| CG1| 202103| 77.76| 41936| 28.23| 72.49| 복합
분당| CG2| 202103| 77.76| 29131| 28.31| 50.35| 복합
분당| CG3| 202103| 77.76| 43183| 29.43| 74.64| 복합
분당| CG4| 202103| 77.76| 11936| 29.28| 20.63| 복합
분당| CG5| 202103| 77.76| 3017| 29.01| 5.21| 복합
분당| CG6| 202103| 77.76| 18345| 29.23| 31.71| 복합
분당| CG7| 202103| 77.76| 12027| 29.18| 20.79| 복합
분당| CG8| 202103| 77.76| 6895| 28.95| 11.92| 복합
분당| CS1| 202103| 185| 37065| 0| 26.93| 복합
분당| CS2| 202103| 115| 11172| 0| 13.06| 복합
분당연료전지| 2| 202103| 3.08| 1381.05| 31.36| 60.27| 기타
분당연료전지| 3| 202103| 5.72| 3549.26| 34.6| 83.4| 기타
분당연료전지| 4| 202103| 16.72| 8792.07| 33.89| 70.68| 기타
분당연료전지| 5| 202103| 5.72| 2878.63| 32.72| 67.64| 기타
분당연료전지| 6-1| 202103| 5.1| 3633.11| 46.75| 95.75| 기타
분당연료전지| 6-2| 202103| 3.25| 2314.92| 46.43| 95.74| 기타
삼천포| 1| 202103| 560| 87783| 36.42| 21.07| 석탄
삼천포| 2| 202103| 560| 90485| 35.71| 21.72| 석탄
삼천포| 3| 202103| 560| 315853| 35.87| 75.81| 석탄
삼천포| 4| 202103| 560| 318111| 35.75| 76.35| 석탄
삼천포| 5| 202103| 500| 0| 0| 0| 석탄
삼천포| 6| 202103| 500| 0| 0| 0| 석탄
삼천포태양광| 1| 202103| 0.1| 8.91| 0| 11.98| 태양력
삼천포태양광| 2| 202103| 0.99| 118.91| 0| 16.14| 태양력
삼천포태양광| 3| 202103| 0.35| 43.32| 0| 16.64| 태양력
삼천포태양광| 4| 202103| 1.85| 151.74| 0| 11.02| 태양력
삼천포태양광#5| 1| 202103| 3.94| 517.63| 0| 17.66| 태양력
삼천포태양광#5| 2| 202103| 6.65| 883.81| 0| 17.86| 태양력
삼천포태양광#6| 1| 202103| 0.98| 87.17| 0| 11.96| 태양력
삼천포풍력| 1| 202103| 0.75| 52.84| 0| 9.47| 풍력
삼천포해양소수력| 1| 202103| 6| 1448.92| 0| 32.46| 소수력
안산연료전지| 1| 202103| 2.64| 1172.78| 32.56| 59.71| 기타
여수| 1| 202103| 340| 188984| 36.27| 74.71| 석탄
여수| 2| 202103| 328.6| 0| 0| 0| 석탄
여수연료전지| 1| 202103| 9.68| 7103.61| 49.81| 98.63| 기타
여수태양광| 1| 202103| 0.12| 21.86| 0| 24.48| 태양력
영동| 1| 202103| 125| 58560| 0| 62.97| 바이오매스
영동| 2| 202103| 200| 135702| 0| 91.2| 바이오매스
영동태양광| 1| 202103| 1.07| 121.68| 0| 15.28| 태양력
영흥| 1| 202103| 800| 453428| 39.41| 76.18| 석탄
영흥| 2| 202103| 800| 285806| 38.81| 48.02| 석탄
영흥| 3| 202103| 870| 248089.94| 39.71| 38.33| 석탄
영흥| 4| 202103| 870| 306941.26| 39.08| 47.42| 석탄
영흥| 5| 202103| 870| 214734| 39.64| 33.17| 석탄
영흥| 6| 202103| 870| 513997| 39.7| 79.41| 석탄
영흥태양광| 1| 202103| 1| 118.33| 0| 15.9| 태양력
영흥태양광| 2| 202103| 0.99| 118.52| 0| 16.09| 태양력
영흥태양광 #3| 1| 202103| 3.33| 398.86| 0| 16.1| 태양력
영흥태양광 #3| 2| 202103| 1.28| 164.69| 0| 17.29| 태양력
영흥태양광 #3| 3| 202103| 1.54| 188.67| 0| 16.47| 태양력
영흥풍력| 1| 202103| 22| 1240.92| 0| 7.58| 풍력
영흥풍력| 2| 202103| 24| 131.06| 0| .73| 풍력
영흥해양소수력| 1| 202103| 3| 886.29| 0| 39.71| 소수력
영흥해양소수력| 2| 202103| 4.6| 577.53| 0| 16.88| 소수력
영흥해양소수력| 3| 202103| 5| 1048.26| 0| 28.18| 소수력
예천태양광| 1| 202103| 2| 214.46| 0| 14.41| 태양력
탑선태양광| 1| 202103| 0.61| 59.9| 0| 13.2| 태양력
탑선태양광| 3| 202103| 0.4| 36.22| 0| 12.17| 태양력
경상대태양광| 1| 202102| 0.91| 94.02| 0| 15.37| 태양력
광양항세방태양광| 1| 202102| 3.1| 275.59| 0| 13.23| 태양력
구미태양광| 1| 202102| 0.99| 106.89| 0| 16.07| 태양력
군위 화산풍력| 1| 202102| 11.55| 2409.68| 0| 31.05| 
두산태양광| 1| 202102| 0.08| 7.02| 0| 13.06| 태양력
분당| CG1| 202102| 77.76| 54245| 28.5| 103.81| 복합
분당| CG2| 202102| 77.76| 38158| 28.46| 73.02| 복합
분당| CG3| 202102| 77.76| 28138| 29.06| 53.85| 복합
분당| CG4| 202102| 77.76| 45097| 29.23| 86.3| 복합
분당| CG5| 202102| 77.76| 22675| 29.64| 43.39| 복합
분당| CG6| 202102| 77.76| 52763| 29.5| 100.97| 복합
분당| CG7| 202102| 77.76| 826| 27.49| 1.58| 복합
분당| CG8| 202102| 77.76| 54206| 29.1| 103.73| 복합
분당| CS1| 202102| 185| 55981| 0| 45.03| 복합
분당| CS2| 202102| 115| 31630| 0| 40.93| 복합
분당연료전지| 2| 202102| 3.08| 1414.89| 31.81| 68.36| 기타
분당연료전지| 3| 202102| 5.72| 3330.93| 34.69| 86.66| 기타
분당연료전지| 4| 202102| 16.72| 8263.2| 33.9| 73.54| 기타
분당연료전지| 5| 202102| 5.72| 2763.76| 33.22| 71.9| 기타
분당연료전지| 6-1| 202102| 5.1| 3308.1| 46.85| 96.52| 기타
분당연료전지| 6-2| 202102| 3.25| 2092.2| 46.54| 95.8| 기타
삼천포| 1| 202102| 560| 280488| 37.66| 74.53| 석탄
삼천포| 2| 202102| 560| 284513| 36.47| 75.6| 석탄
삼천포| 3| 202102| 560| 197832| 37.38| 52.57| 석탄
삼천포| 4| 202102| 560| 281768| 37.52| 74.87| 석탄
삼천포| 5| 202102| 500| 0| 0| 0| 석탄
삼천포| 6| 202102| 500| 0| 0| 0| 석탄
삼천포태양광| 1| 202102| 0.1| 8.82| 0| 13.13| 태양력
삼천포태양광| 2| 202102| 0.99| 108.48| 0| 16.31| 태양력
삼천포태양광| 3| 202102| 0.35| 35.92| 0| 15.27| 태양력
삼천포태양광| 4| 202102| 1.85| 130.8| 0| 10.52| 태양력
삼천포태양광#5| 1| 202102| 3.94| 408.29| 0| 15.42| 태양력
삼천포태양광#5| 2| 202102| 6.65| 698.72| 0| 15.64| 태양력
삼천포태양광#6| 1| 202102| 0.98| 84.76| 0| 12.87| 태양력
삼천포풍력| 1| 202102| 0.75| 24| 0| 4.76| 풍력
삼천포해양소수력| 1| 202102| 6| 1802.19| 0| 44.7| 소수력
안산연료전지| 1| 202102| 2.64| 850.59| 31.9| 47.95| 기타
여수| 1| 202102| 340| 176896| 36.75| 77.42| 석탄
여수| 2| 202102| 328.6| 146731| 36.06| 66.45| 석탄
여수연료전지| 1| 202102| 9.68| 6346.55| 49.33| 97.56| 기타
여수태양광| 1| 202102| 0.12| 18.03| 0| 22.36| 태양력
영동| 1| 202102| 125| 44307| 0| 52.75| 바이오매스
영동| 2| 202102| 200| 106973.45| 0| 79.59| 바이오매스
영동태양광| 1| 202102| 1.07| 113.03| 0| 15.72| 태양력
영흥| 1| 202102| 800| 103619| 37.71| 19.27| 석탄
영흥| 2| 202102| 800| 0| 0| 0| 석탄
영흥| 3| 202102| 870| 479759.17| 39.73| 82.06| 석탄
영흥| 4| 202102| 870| 364149.48| 39.63| 62.29| 석탄
영흥| 5| 202102| 870| 482882| 39.76| 82.59| 석탄
영흥| 6| 202102| 870| 439451| 39.63| 75.17| 석탄
영흥태양광| 1| 202102| 1| 89.02| 0| 13.25| 태양력
영흥태양광| 2| 202102| 0.99| 89.02| 0| 13.38| 태양력
영흥태양광 #3| 1| 202102| 3.33| 315.25| 0| 14.09| 태양력
영흥태양광 #3| 2| 202102| 1.28| 139.56| 0| 16.22| 태양력
영흥태양광 #3| 3| 202102| 1.54| 147.66| 0| 14.27| 태양력
영흥풍력| 1| 202102| 22| 2329.01| 0| 15.75| 풍력
영흥풍력| 2| 202102| 24| 3075.04| 0| 19.07| 풍력
영흥해양소수력| 1| 202102| 3| 1055.49| 0| 52.36| 소수력
영흥해양소수력| 2| 202102| 4.6| 521.42| 0| 16.87| 소수력
영흥해양소수력| 3| 202102| 5| 1346.2| 0| 40.07| 소수력
예천태양광| 1| 202102| 2| 209.85| 0| 15.61| 태양력
탑선태양광| 1| 202102| 0.61| 37.58| 0| 9.17| 태양력
탑선태양광| 3| 202102| 0.4| 23.99| 0| 8.92| 태양력
경상대태양광| 1| 202101| 0.91| 87.93| 0| 12.99| 태양력
광양항세방태양광| 1| 202101| 3.1| 197.64| 0| 8.57| 태양력
구미태양광| 1| 202101| 0.99| 97.2| 0| 13.2| 태양력
군위 화산풍력| 1| 202101| 11.55| 2235.22| 0| 26.01| 
두산태양광| 1| 202101| 0.08| 6.01| 0| 10.1| 태양력
분당| CG1| 202101| 77.76| 57166| 28.8| 98.81| 복합
분당| CG2| 202101| 77.76| 49857| 28.54| 86.18| 복합
분당| CG3| 202101| 77.76| 60154| 29.36| 103.98| 복합
분당| CG4| 202101| 77.76| 37833| 29.61| 65.39| 복합
분당| CG5| 202101| 77.76| 61802| 29.84| 106.83| 복합
분당| CG6| 202101| 77.76| 60773| 29.75| 105.05| 복합
분당| CG7| 202101| 77.76| 9160| 29.56| 15.83| 복합
분당| CG8| 202101| 77.76| 62042| 29.25| 107.24| 복합
분당| CS1| 202101| 185| 77188| 0| 56.08| 복합
분당| CS2| 202101| 115| 37039| 0| 43.29| 복합
분당연료전지| 2| 202101| 3.08| 1553.45| 31.5| 67.79| 기타
분당연료전지| 3| 202101| 5.72| 3474.41| 34.61| 81.64| 기타
분당연료전지| 4| 202101| 16.72| 9311.44| 34.2| 74.85| 기타
분당연료전지| 5| 202101| 5.72| 3085.68| 33.23| 72.51| 기타
분당연료전지| 6-1| 202101| 5.1| 3656.54| 46.99| 96.37| 기타
분당연료전지| 6-2| 202101| 3.25| 2330.05| 46.67| 96.36| 기타
삼천포| 1| 202101| 560| 309909| 37.14| 74.38| 석탄
삼천포| 2| 202101| 560| 316553| 35.91| 75.98| 석탄
삼천포| 3| 202101| 560| 351222| 36.65| 84.3| 석탄
삼천포| 4| 202101| 560| 344165| 36.87| 82.6| 석탄
삼천포| 5| 202101| 500| 0| 0| 0| 석탄
삼천포| 6| 202101| 500| 0| 0| 0| 석탄
삼천포태양광| 1| 202101| 0.1| 8.76| 0| 11.77| 태양력
삼천포태양광| 2| 202101| 0.99| 95.32| 0| 12.94| 태양력
삼천포태양광| 3| 202101| 0.35| 28.32| 0| 10.88| 태양력
삼천포태양광| 4| 202101| 1.85| 143.69| 0| 10.44| 태양력
삼천포태양광#5| 1| 202101| 3.94| 379.98| 0| 12.96| 태양력
삼천포태양광#5| 2| 202101| 6.65| 649.54| 0| 13.13| 태양력
삼천포태양광#6| 1| 202101| 0.98| 68.97| 0| 9.46| 태양력
삼천포풍력| 1| 202101| 0.75| 38.66| 0| 6.93| 풍력
삼천포해양소수력| 1| 202101| 6| 1993.94| 0| 44.67| 소수력
안산연료전지| 1| 202101| 2.64| 915.47| 31.58| 46.61| 기타
여수| 1| 202101| 340| 222569| 36.93| 87.99| 석탄
여수| 2| 202101| 328.6| 190925| 36.77| 78.09| 석탄
여수연료전지| 1| 202101| 9.68| 6898.13| 49.46| 95.78| 기타
여수태양광| 1| 202101| 0.12| 15.71| 0| 17.6| 태양력
영동| 1| 202101| 125| 85596| 0| 92.04| 바이오매스
영동| 2| 202101| 200| 81740.55| 0| 54.93| 바이오매스
영동태양광| 1| 202101| 1.07| 89.81| 0| 11.28| 태양력
영흥| 1| 202101| 800| 0| 0| 0| 석탄
영흥| 2| 202101| 800| 0| 0| 0| 석탄
영흥| 3| 202101| 870| 564739.96| 39.76| 87.25| 석탄
영흥| 4| 202101| 870| 602159.45| 39.42| 93.03| 석탄
영흥| 5| 202101| 870| 562808| 39.79| 86.95| 석탄
영흥| 6| 202101| 870| 585810| 39.73| 90.5| 석탄
영흥태양광| 1| 202101| 1| 76.83| 0| 10.33| 태양력
영흥태양광| 2| 202101| 0.99| 72.99| 0| 9.91| 태양력
영흥태양광 #3| 1| 202101| 3.33| 275.89| 0| 11.14| 태양력
영흥태양광 #3| 2| 202101| 1.28| 122.7| 0| 12.88| 태양력
영흥태양광 #3| 3| 202101| 1.54| 132.39| 0| 11.55| 태양력
영흥태양광#5| 1| 202101| 3.5| 240.64| 0| 9.24| 태양력
영흥풍력| 1| 202101| 22| 1935.81| 0| 11.83| 풍력
영흥풍력| 2| 202101| 24| 2482.39| 0| 13.9| 풍력
영흥해양소수력| 1| 202101| 3| 1231.63| 0| 55.18| 소수력
영흥해양소수력| 2| 202101| 4.6| 889.8| 0| 26| 소수력
영흥해양소수력| 3| 202101| 5| 1514.89| 0| 40.72| 소수력
예천태양광| 1| 202101| 2| 166.72| 0| 11.2| 태양력
탑선태양광| 1| 202101| 0.61| 14.08| 0| 3.1| 태양력
탑선태양광| 3| 202101| 0.4| 10.35| 0| 3.48| 태양력
경상대태양광| 1| 202012| 0.91| 82.03| 0| 12.12| 태양력
광양항세방태양광| 1| 202012| 3.1| 214.31| 0| 9.29| 태양력
구미태양광| 1| 202012| 0.99| 100.21| 0| 13.61| 태양력
군위 화산풍력| 1| 202012| 11.55| 2927.05| 0| 34.06| 
두산태양광| 1| 202012| 0.08| 6.06| 0| 10.18| 태양력
분당| CG1| 202012| 77.76| 61149| 28.85| 105.7| 복합
분당| CG2| 202012| 77.76| 59631| 28.66| 103.07| 복합
분당| CG3| 202012| 77.76| 46780| 29.71| 80.86| 복합
분당| CG4| 202012| 77.76| 15553| 29.64| 26.88| 복합
분당| CG5| 202012| 77.76| 34056| 29.8| 58.87| 복합
분당| CG6| 202012| 77.76| 60342| 29.83| 104.3| 복합
분당| CG7| 202012| 77.76| 913| 28.06| 1.58| 복합
분당| CG8| 202012| 77.76| 61872| 29.4| 106.95| 복합
분당| CS1| 202012| 185| 62812| 0| 45.63| 복합
분당| CS2| 202012| 115| 35301| 0| 41.26| 복합
분당연료전지| 2| 202012| 3.08| 1583.08| 31.9| 69.08| 기타
분당연료전지| 3| 202012| 5.72| 3418.11| 34.75| 80.32| 기타
분당연료전지| 4| 202012| 16.72| 9707.1| 34.63| 78.03| 기타
분당연료전지| 5| 202012| 5.72| 2921.09| 33.41| 68.64| 기타
분당연료전지| 6-1| 202012| 5.1| 3672.04| 47.86| 96.78| 기타
분당연료전지| 6-2| 202012| 3.25| 2378.59| 47.53| 98.37| 기타
삼천포| 1| 202012| 560| 100645| 36.9| 24.16| 석탄
삼천포| 2| 202012| 560| 238320| 36.22| 57.2| 석탄
삼천포| 3| 202012| 560| 328067| 37.52| 78.74| 석탄
삼천포| 4| 202012| 560| 319843| 37.54| 76.77| 석탄
삼천포| 5| 202012| 500| 0| 0| 0| 석탄
삼천포| 6| 202012| 500| 0| 0| 0| 석탄
삼천포태양광| 1| 202012| 0.1| 8.74| 0| 11.75| 태양력
삼천포태양광| 2| 202012| 0.99| 96.15| 0| 13.05| 태양력
삼천포태양광| 3| 202012| 0.35| 26.5| 0| 10.18| 태양력
삼천포태양광| 4| 202012| 1.85| 84.06| 0| 6.11| 태양력
삼천포태양광#5| 1| 202012| 3.94| 205.39| 0| 7.01| 태양력
삼천포태양광#5| 2| 202012| 6.65| 347.81| 0| 7.03| 태양력
삼천포태양광#6| 1| 202012| 0.98| 32.64| 0| 4.48| 태양력
삼천포풍력| 1| 202012| 0.75| 32.87| 0| 5.89| 풍력
삼천포해양소수력| 1| 202012| 6| 1693.4| 0| 37.93| 소수력
안산연료전지| 1| 202012| 2.64| 1301.43| 32.4| 66.26| 기타
여수| 1| 202012| 340| 192713| 36.72| 76.18| 석탄
여수| 2| 202012| 328.6| 173497| 36.81| 70.97| 석탄
여수연료전지| 1| 202012| 9.68| 4617.66| 52.07| 64.12| 기타
여수태양광| 1| 202012| 0.12| 16.63| 0| 18.63| 태양력
영동| 1| 202012| 125| 48768| 0| 52.44| 바이오매스
영동| 2| 202012| 200| 118948.18| 0| 79.94| 바이오매스
영동태양광| 1| 202012| 1.07| 74.75| 0| 9.39| 태양력
영흥| 1| 202012| 800| 0| 0| 0| 석탄
영흥| 2| 202012| 800| 0| 0| 0| 석탄
영흥| 3| 202012| 870| 514520.51| 39.98| 79.49| 석탄
영흥| 4| 202012| 870| 516449.9| 39.3| 79.79| 석탄
영흥| 5| 202012| 870| 521532| 39.73| 80.57| 석탄
영흥| 6| 202012| 870| 524800| 39.73| 81.08| 석탄
영흥태양광| 1| 202012| 1| 75.64| 0| 10.17| 태양력
영흥태양광| 2| 202012| 0.99| 58.82| 0| 7.99| 태양력
영흥태양광 #3| 1| 202012| 3.33| 279.4| 0| 11.28| 태양력
영흥태양광 #3| 2| 202012| 1.28| 121.14| 0| 12.72| 태양력
영흥태양광 #3| 3| 202012| 1.54| 140.2| 0| 12.24| 태양력
영흥풍력| 1| 202012| 22| 1690.12| 0| 10.33| 풍력
